Id;SurveyAnswerID;Content;BeginOffset;SentimentScore;SentimentMagnitude
7107;39420;"Es una tienda excelente y megusta comprar porque se siente uno seguro gracias y el personal excelente y no es lizaraza sino Lizarazo con o gracias excelente";-1;0,89999997615814209;0,89999997615814209
7109;39425;"Súper bueno...";-1;0,89999997615814209;0,89999997615814209
7112;39448;"Excelente todo";-1;0,89999997615814209;0,89999997615814209
7113;39456;"Mil gracias por su buen servicio por ser tan buena marca muy agradecida";-1;0,89999997615814209;0,89999997615814209
7116;39472;"Excelente la atención";-1;0,89999997615814209;0,89999997615814209
7117;39476;"Muy cómoda,,, fresca ,,,y buena calidad";-1;0,89999997615814209;0,89999997615814209
7118;39480;"Exelente calidad";-1;0,89999997615814209;0,89999997615814209
7121;39492;"Exelente la calidad de las prendas y a un muy buen precio.";-1;0,89999997615814209;0,89999997615814209
7128;39520;"Son 20 años que llevo disfrutando de su gran producto.";-1;0,89999997615814209;0,89999997615814209
7131;39520;"Me ha parecido siempre una excelente marca, en integridad del producto.";-1;0,89999997615814209;0,89999997615814209
7132;39524;"Me encantan los productos";-1;0,89999997615814209;0,89999997615814209
7134;39533;"Excelente servicio y calidad de sus productos";-1;0,89999997615814209;0,89999997615814209
7135;39540;"Muy buenos diseños para niños y bebés";-1;0,89999997615814209;0,89999997615814209
7137;39546;"Todo es muy bonito.";-1;0,89999997615814209;0,89999997615814209
7139;39548;"Excelente prenda";-1;0,89999997615814209;0,89999997615814209
7140;39552;"Excelente.";-1;0,89999997615814209;0,89999997615814209
7141;39556;"Crié mis hijas con está marca y ahora compro los regalos de mis nietos en estas tiendas me casé con la marca me encanta";-1;0,89999997615814209;0,89999997615814209
7143;39569;"Muy buena marca de ropa para los niños me encanta mucho";-1;0,89999997615814209;0,89999997615814209
7144;39576;"gracias por  las hermosas prendas para nuestros hijos 🥰💯❤";-1;0,89999997615814209;0,89999997615814209
7145;39580;"Gracias a uds por su atención";-1;0,89999997615814209;0,89999997615814209
7147;39582;"Es muy buena marca sus productos son de buena calidad";-1;0,89999997615814209;0,89999997615814209
7148;39591;"Muy buena calidad 👌 👍";-1;0,89999997615814209;0,89999997615814209
7149;39595;"Excelente servicio y buena calidad de las prendas.";-1;0,89999997615814209;0,89999997615814209
7155;39633;"Excelente servicio y atención al cliente en el Offcorss del centro comercial Viva Tunja";-1;0,89999997615814209;0,89999997615814209
7157;39649;"Excelente marca, buena calidad";-1;0,89999997615814209;0,89999997615814209
7158;39653;"Excelente ropa";-1;0,89999997615814209;0,89999997615814209
7159;39659;"Siempre me ha gustado la ropa para mis hijos de esa marca gracias";-1;0,89999997615814209;0,89999997615814209
7160;39673;"También muy buena atención de un muchacho en la puerta.";-1;0,89999997615814209;0,89999997615814209
7162;39677;"Calidad y producto colombiano";-1;0,89999997615814209;0,89999997615814209
7163;39685;"Super, el personal muy atento y servicial";-1;0,89999997615814209;0,89999997615814209
7166;39701;"Una excelente atención felicitaciones";-1;0,89999997615814209;0,89999997615814209
7167;39713;"Es muy hermosa y de buena calidad";-1;0,89999997615814209;0,89999997615814209
7168;39717;"Lindas prendas, buen servicio";-1;0,89999997615814209;0,89999997615814209
7169;39731;"Muy buena marca, excelente la durabilidad de las telas me siento satisfecha sobre todo por las promociones, felicidades!!";-1;0,89999997615814209;0,89999997615814209
7170;39734;"Satisfecha en su atención, exelente producto
Calidad extrema.";-1;0,89999997615814209;0,89999997615814209
7171;39739;"Juliana es excelente asesora";-1;0,89999997615814209;0,89999997615814209
7172;39741;"Excelente calidad de las prendas.";-1;0,89999997615814209;0,89999997615814209
7174;39746;"Ofrecen buenos productos y de muy buena calidad.";-1;0,89999997615814209;0,89999997615814209
7175;39749;"Me ha salido súper bna, x eso soy una clienta más.";-1;0,89999997615814209;0,89999997615814209
7176;39749;"Me encanta la calidad de esta marca.";-1;0,89999997615814209;0,89999997615814209
7179;39767;"Muy satisfecha por la compras realizadas";-1;0,89999997615814209;0,89999997615814209
7180;39781;"Variedad, buena asesoría";-1;0,89999997615814209;0,89999997615814209
7183;39814;"Muy buena marca";-1;0,89999997615814209;0,89999997615814209
7184;39818;"Me parece muy buena la atención prestada
Y los precios están súper";-1;0,89999997615814209;0,89999997615814209
7199;39927;"Lindos diseños";-1;0,89999997615814209;0,89999997615814209
7201;39931;"Me gusta mucho la calidad de la ropa y la súper recomiendo.";-1;0,89999997615814209;0,89999997615814209
7202;39940;"Muy bonita la ropa me gusta todo";-1;0,89999997615814209;0,89999997615814209
7203;39943;"Muy buena calidad";-1;0,89999997615814209;0,89999997615814209
7204;39951;"Desde que tengo uso de razón esta marca ha sido una de las más comprada por su excelente calidad!";-1;0,89999997615814209;0,89999997615814209
7206;39963;"Me parece super linda y buena la ropa de offcors";-1;0,89999997615814209;0,89999997615814209
7208;39988;"Siempre me agustado la marca offcorss me parecena rticulos muy bonitos de buena calidad y de precios muy comodos";-1;0,89999997615814209;0,89999997615814209
7210;40004;"Tienen ropa muy linda a buen precio.";-1;0,89999997615814209;0,89999997615814209
7211;40007;"Me encanta la marca y excelente calidad";-1;0,89999997615814209;0,89999997615814209
7212;40013;"Excelente los productos";-1;0,89999997615814209;0,89999997615814209
7213;40019;"Si exalte la atención de la niña y la ropa y todo en en general me parase Muy  precioso";-1;0,89999997615814209;0,89999997615814209
7215;40035;"Amo offcorss, la calidad, los diseños, todo es hermoso";-1;0,89999997615814209;0,89999997615814209
7218;40050;"Exelente, m encanto";-1;0,89999997615814209;0,89999997615814209
7221;40063;"Me encanta";-1;0,89999997615814209;0,89999997615814209
7225;40067;"Ofertas seguidas, me encanta la ropa de offcorss para mi hijo";-1;0,89999997615814209;0,89999997615814209
7226;40069;"Me gusta todo es único lo que se incuentra  ahí es muy bonito materiales delicados  para un bebe";-1;0,89999997615814209;0,89999997615814209
7227;40070;"Por su calidad";-1;0,89999997615814209;0,89999997615814209
7228;40081;"De muy buena calidad";-1;0,89999997615814209;0,89999997615814209
7229;40089;"Son de excelente calidad felicidades";-1;0,89999997615814209;0,89999997615814209
7230;40093;"Una excelente marca";-1;0,89999997615814209;0,89999997615814209
7231;40101;"Rapidez en el envío, calidad garantizada...";-1;0,89999997615814209;0,89999997615814209
7232;40103;"La tienda estuvo muy organizada y había variedad en las prendas";-1;0,89999997615814209;0,89999997615814209
7233;40111;"Muy buena calidad Y muy  buena atención";-1;0,89999997615814209;0,89999997615814209
7235;40127;"excelente productos";-1;0,89999997615814209;0,89999997615814209
7236;40132;"Excelente servicio.";-1;0,89999997615814209;0,89999997615814209
7237;40136;"Me gusta la calidad de las prendas, por eso siempre le compro a mis niños";-1;0,89999997615814209;0,89999997615814209
7240;40159;"Muy linda las prendas deberían tener más promociones esa es la excelente calidad de la costura colombiana felicidades";-1;0,89999997615814209;0,89999997615814209
7241;40165;"Excelente  calidad de las prendas";-1;0,89999997615814209;0,89999997615814209
7243;40191;"Buena atención, precios comodos, muy bien surtido";-1;0,89999997615814209;0,89999997615814209
7244;40195;"Cómo el personal que atienden y la ropa es excelente.";-1;0,89999997615814209;0,89999997615814209
7247;40223;"Buena atención";-1;0,89999997615814209;0,89999997615814209
7254;40255;"Me gusta mucho la ropa es de buena calidad";-1;0,89999997615814209;0,89999997615814209
7255;40259;"Ropa de exelente calidad diseños y estilos , tener prendas para adulto sería lo mejor";-1;0,89999997615814209;0,89999997615814209
7257;40267;"Buena calidad";-1;0,89999997615814209;0,89999997615814209
7258;40271;"Excelente organización, gran variedad en las prendas, buen servicio";-1;0,89999997615814209;0,89999997615814209
7260;40311;"Las prendas son de buena calida miniño tiene 10 años y vengo conprando desde que habia numero para el  la atencion es muy buena gracias";-1;0,89999997615814209;0,89999997615814209
7261;40317;"La ropa es exelente siempre le compro ami hija y ami sobrinos ropa de esamarca y es muy buena y bonita";-1;0,89999997615814209;0,89999997615814209
7262;40324;"A el le gustan mucho los pantalones de offcorss.";-1;0,89999997615814209;0,89999997615814209
7270;40339;"Recomendaría a ojos cerrados, me encanta su textura, el confort y calidad de ropa";-1;0,89999997615814209;0,89999997615814209
7271;40351;"La verdad que siempre le compro la ropa a mi hijo en esa tienda por que es muy buena";-1;0,89999997615814209;0,89999997615814209
7273;40367;"Buena calidad";-1;0,89999997615814209;0,89999997615814209
7276;40380;"Ropa de buena calidad";-1;0,89999997615814209;0,89999997615814209
7277;40403;"Ropa bonita y de excelente calidad";-1;0,89999997615814209;0,89999997615814209
7279;40423;"Me gusta mucho su ropa";-1;0,89999997615814209;0,89999997615814209
7281;40447;"Excelente servicio y muy buena calidad de la ropa";-1;0,89999997615814209;0,89999997615814209
7282;40450;"Manejan gran variedad ropa para menores en todas las edades y para todos los gustos.";-1;0,89999997615814209;0,89999997615814209
7283;40451;"En general los productos ofrecidos son muy buenos";-1;0,89999997615814209;0,89999997615814209
7284;40461;"Muchas gracias a to@s";-1;0,89999997615814209;0,89999997615814209
7286;40461;"Yo le compro desde que mi niño era un bebé  también compró aquí en Caldas (Ant) tienen un exelente personal ...";-1;0,89999997615814209;0,89999997615814209
7289;40461;"Me encanta!!";-1;0,89999997615814209;0,89999997615814209
7290;40471;"Todo excelente me encanta la ropa los tenis todo todo";-1;0,89999997615814209;0,89999997615814209
7291;40493;"Muy buen servicio y calidad en las prendas.";-1;0,89999997615814209;0,89999997615814209
7292;40509;"Es súper buena y de buena calidad";-1;0,89999997615814209;0,89999997615814209
7293;40517;"Buena calidad en los productos";-1;0,89999997615814209;0,89999997615814209
7294;40525;"Me encanta La Línea Offcors No La Cambio Por Ninguna Siempre Lo Mejor Para Mis Hijos";-1;0,89999997615814209;0,89999997615814209
7295;40527;"Excelente calidad y los colores me encanta.";-1;0,89999997615814209;0,89999997615814209
7300;40576;"Super me encanta";-1;0,89999997615814209;0,89999997615814209
7301;40584;"Buenos días, la verdad para mi es una excelente ropa de muy buena calidad yo siempre he comprado en offcorss.";-1;0,89999997615814209;0,89999997615814209
7302;40588;"De buena calidad";-1;0,89999997615814209;0,89999997615814209
7303;40594;"Me encantan todas las prendas y calsado.!!";-1;0,89999997615814209;0,89999997615814209
7304;40600;"Excelente calidad y servicio";-1;0,89999997615814209;0,89999997615814209
7305;40604;"Las asesoras del.unico Yumbo tienen un exelente servicio.";-1;0,89999997615814209;0,89999997615814209
7309;40640;"Tienen una super variedad y confortable todo lo que ahí se encuentra.";-1;0,89999997615814209;0,89999997615814209
7313;40664;"Muy buenos productos y precios";-1;0,89999997615814209;0,89999997615814209
7314;40668;"Muy buena marca y atracción";-1;0,89999997615814209;0,89999997615814209
7316;40686;"Me encanta la calidad de la ropa , recomendación : más ref de bermudas para niño , no pude comprar ref de bermudas por q las q encontré en la tienda ya las había comprado a mitad de año .muy buen servicio .";-1;0,89999997615814209;0,89999997615814209
7317;40692;"Me encanto el excelente servicio que me brindaron, la muchacha que me atendió fue muy amable, muchas gracias.";-1;0,89999997615814209;0,89999997615814209
7319;40704;"Me encanta la ropa..super bonita y buena calidad";-1;0,89999997615814209;0,89999997615814209
7320;40718;"Siempre recibo buena atención en diferentes puntos que he comprado, la calidad de las prendas es excelente";-1;0,89999997615814209;0,89999997615814209
7321;40721;"La ropa es muy bonita";-1;0,89999997615814209;0,89999997615814209
7322;40721;"Siempre van a la vanguardia de la moda para niños.";-1;0,89999997615814209;0,89999997615814209
7324;40733;"gracias por su atención  excelente";-1;0,89999997615814209;0,89999997615814209
7325;40741;"Excelente atención y buena cslidad";-1;0,89999997615814209;0,89999997615814209
7333;40787;"Excelente atención y calidad";-1;0,89999997615814209;0,89999997615814209
7335;40815;"Siempre  me a gustado esa marca muy excelente y siempre están actualizados";-1;0,89999997615814209;0,89999997615814209
7336;40817;"Me gusta la calidad de las prendas porque perduran además siempre aprovecho las promociones en la página";-1;0,89999997615814209;0,89999997615814209
7337;40821;"Muy bueno todo";-1;0,89999997615814209;0,89999997615814209
7338;40825;"Motivos únicos.,bellos diseños comodidad y variedad.";-1;0,89999997615814209;0,89999997615814209
7339;40834;"Un sitio bastante agradable con personal muy amable y atento muy recomendado";-1;0,89999997615814209;0,89999997615814209
7340;40853;"La calidad de las prendas color negro al lavado cambia bastante la textura y color usando un detergente ropa negra";-1;0,89999997615814209;0,89999997615814209
7342;40857;"Ropa bonita y de buena calidad 👌";-1;0,89999997615814209;0,89999997615814209
7343;40863;"Es muy buena marca";-1;0,89999997615814209;0,89999997615814209
7344;40869;"Exelente por favor no cambien";-1;0,89999997615814209;0,89999997615814209
7345;40873;"Buenos descuentos";-1;0,89999997615814209;0,89999997615814209
7346;40879;"Toda la linea de ofcross es exelente.";-1;0,89999997615814209;0,89999997615814209
7347;40885;"Me encanta la calidad de la ropa";-1;0,89999997615814209;0,89999997615814209
7350;40898;"ropa de calidad y a la moda, lo mejor";-1;0,89999997615814209;0,89999997615814209
7351;40906;"Excelente calidad del producto";-1;0,89999997615814209;0,89999997615814209
7352;40914;"Excelentes diseños y variedad";-1;0,89999997615814209;0,89999997615814209
7353;40918;"Excelente atención 👏";-1;0,89999997615814209;0,89999997615814209
7357;40952;"Me gusta que tengas tan buenas promociones .....y se notó en verdad el descuento del día sin Iva";-1;0,89999997615814209;0,89999997615814209
7360;40986;"Nos gusta los diseños de las prendas";-1;0,89999997615814209;0,89999997615814209
7361;40991;"Excelente servicio y calidad de la ropa";-1;0,89999997615814209;0,89999997615814209
7362;40996;"Me gusta mucho la calidad de la ropa para mi bebe";-1;0,89999997615814209;0,89999997615814209
7363;40999;"La ropa hermosa y buena atención en las tiendas, sobretodo en gran estación.";-1;0,89999997615814209;0,89999997615814209
7365;41006;"Excelente calidad y excelente atención de las funcionarias del Viva Guajira";-1;0,89999997615814209;0,89999997615814209
7367;41020;"Los diseños y calidad";-1;0,89999997615814209;0,89999997615814209
7368;41023;"Excelentes productos ,calidad";-1;0,89999997615814209;0,89999997615814209
7369;41034;"Muy bueno todo";-1;0,89999997615814209;0,89999997615814209
7370;41042;"Quiero felicitar a las personas que nos atendieron  lncreible mostraron amabilidad , interés en que el cliente estuviera satisfecho y lo que más me gustó se veían felices.";-1;0,89999997615814209;0,89999997615814209
7371;41042;"La ropa es hermosa con muy lindos diseños y variedad.";-1;0,89999997615814209;0,89999997615814209
7379;41071;"Me gusta mucho para mis hijas";-1;0,89999997615814209;0,89999997615814209
7387;41086;"Excelente marca, desde que nació mi hijo la elegimos como nuestra marca favorita";-1;0,89999997615814209;0,89999997615814209
7390;41090;"De resto me encanta su ropa la calidad el olorrrr todoooooooo♥️♥️♥️♥️♥️";-1;0,89999997615814209;0,89999997615814209
7393;41102;"Buenas promociones";-1;0,89999997615814209;0,89999997615814209
7394;41118;"Hola desde que nacieron mis hijos conocí la marca y desde ese momento siempre me ha gustado y mi hija tiene 18años y ya no hay para ella el niño ya está en talla 16😌 que es la más grande que maneja offcorss.pero feliz de vestir a mis hijos con una marca cómo está muy hermosos sus diseños y muy buena calidad.mil gracias";-1;0,89999997615814209;0,89999997615814209
7406;41178;"Es una Marca muy buena y de muy buen calidad";-1;0,89999997615814209;0,89999997615814209
7412;41222;"Muy buen producto.";-1;0,89999997615814209;0,89999997615814209
7413;41226;"Excelente  atención  de las chicas  q nos  atendieron";-1;0,89999997615814209;0,89999997615814209
7414;41230;"Muy buena atención y productos con muy buen precior0";-1;0,89999997615814209;0,89999997615814209
7415;41234;"Felicidades su ropa es de muy buena calidad y por continuar trayendo las marcas 14 y16 y s para niños .";-1;0,89999997615814209;0,89999997615814209
7416;41238;"excelente 👌 y muy buena marca";-1;0,89999997615814209;0,89999997615814209
7419;41260;"Me gusta la calidad de sus prendas";-1;0,89999997615814209;0,89999997615814209
7423;41278;"Es perfecta para los pequeñines , muy cómoda.";-1;0,89999997615814209;0,89999997615814209
7425;41284;"Para mi Offcorss, es una excelente marca de ropa para niños, siendo una muy buena calidad, utilizando diseños novedosos y juveniles.";-1;0,89999997615814209;0,89999997615814209
7428;41294;"Me gusta mucho offcorss , excelente calidad de prendas";-1;0,89999997615814209;0,89999997615814209
7431;41315;"Excelente marca";-1;0,89999997615814209;0,89999997615814209
7432;41319;"Me encanta la calidad del producto";-1;0,89999997615814209;0,89999997615814209
7433;41324;"Excelente la atención la ropa súper hermosa";-1;0,89999997615814209;0,89999997615814209
7434;41327;"Muy buena ropa para los niños";-1;0,89999997615814209;0,89999997615814209
7435;41331;"Felicidades";-1;0,89999997615814209;0,89999997615814209
7436;41331;"Excelentes Productos, de muy buena calidad y con diseños muy bonitos.";-1;0,89999997615814209;0,89999997615814209
7437;41332;"Por su Calidad.";-1;0,89999997615814209;0,89999997615814209
7442;41356;"excelente atención muy linda ropa y muy buenos precios";-1;0,89999997615814209;0,89999997615814209
7444;41388;"Tiene lindos diseños para bebes";-1;0,89999997615814209;0,89999997615814209
7446;41396;"Prendas de muy buena calidad y muy chéveres diseños";-1;0,89999997615814209;0,89999997615814209
7448;41416;"Son una excelente marca, la ropa es divina";-1;0,89999997615814209;0,89999997615814209
7450;41418;"La ropa es de buena calidad, buenos precios y diseños novedosos.";-1;0,89999997615814209;0,89999997615814209
7453;41453;"Porque la ropa es de excelente material y de mucha calidad.";-1;0,89999997615814209;0,89999997615814209
7454;41456;"Excelente marca ..me gusta comprar por su variedad de prendas y su buena atención..";-1;0,89999997615814209;0,89999997615814209
7455;41472;"Me encantan sus zapatos";-1;0,89999997615814209;0,89999997615814209
7456;41472;"Me encanta la tecnología o tipo de calzado es el que las se acomoda a las necesidades de mi hija, Calidad suavidad, resistencia practicidad.";-1;0,89999997615814209;0,89999997615814209
7460;41490;"La atención por parte de la vendedora y caja fue buena, atendieron las preguntas realizadas muy amablemente.";-1;0,89999997615814209;0,89999997615814209
7462;41496;"Excelente, la atención pero mucho mejor las prendas";-1;0,89999997615814209;0,89999997615814209
7466;41508;"Ropa linda de excelente calidad.";-1;0,89999997615814209;0,89999997615814209
7468;41516;"Siempre me ha encantado esa marca";-1;0,89999997615814209;0,89999997615814209
7471;41532;"Excelente en prendas de vestir";-1;0,89999997615814209;0,89999997615814209
7472;41536;"Amo los productos de offcorss la ropa los zapatos y las lociones 💖 todo me encanta";-1;0,89999997615814209;0,89999997615814209
7473;41549;"Desde siempre, la mejor marca para mi bb , Dios bendiga la marca OFFCORSS";-1;0,89999997615814209;0,89999997615814209
7475;41568;"Excelentes prendas";-1;0,89999997615814209;0,89999997615814209
7476;41572;"Excelentes productos";-1;0,89999997615814209;0,89999997615814209
7477;41584;"Excelente calidad";-1;0,89999997615814209;0,89999997615814209
7478;41588;"Por la calidad, el buen servicio y la variedad";-1;0,89999997615814209;0,89999997615814209
7487;41636;"Me encanta la variedad de ropa que tiene";-1;0,89999997615814209;0,89999997615814209
7488;41640;"La marca OffCORSS es lo mejor de ropa para niños por sus diseños los felicito siempre siempre compro su marca";-1;0,89999997615814209;0,89999997615814209
7491;41644;"Me encanta comprar e ofscor buena atención bonita mercansia bendiciones";-1;0,89999997615814209;0,89999997615814209
7492;41649;"Buena atención";-1;0,89999997615814209;0,89999997615814209
7495;41662;"Excelente ropa para los  consentidos de la casa incluyendo los grandes🤗";-1;0,89999997615814209;0,89999997615814209
7499;41699;"La atención es excelente y la mercancía variada y de buena calidad.";-1;0,89999997615814209;0,89999997615814209
7500;41702;"Ropa de excelente calidad";-1;0,89999997615814209;0,89999997615814209
7501;41706;"Buenos descuentos";-1;0,89999997615814209;0,89999997615814209
7504;41714;"Me parece la ropa muy bonita y duradera y que con sus descuentos son faciles de comprar";-1;0,89999997615814209;0,89999997615814209
7505;41726;"Muy recomendada y buena la marca";-1;0,89999997615814209;0,89999997615814209
7506;41730;"La mejor marca";-1;0,89999997615814209;0,89999997615814209
7509;41743;"Me encanta la ropa de allí";-1;0,89999997615814209;0,89999997615814209
7511;41758;"Buena atención y satisfecho con la compra";-1;0,89999997615814209;0,89999997615814209
7513;41766;"Mis nietas les fascina esta marca";-1;0,89999997615814209;0,89999997615814209
7514;41766;"Offcorss es excelente en calidad de sus materiales en cada prenda realizada.";-1;0,89999997615814209;0,89999997615814209
7515;41780;"Es una marca  muy buena  y la puedo recomendar  a ojos cerrados  yo le compraba a  mi hijo el mayor  de esa marca  y a hora  la compro para el nieto gracias";-1;0,89999997615814209;0,89999997615814209
7517;41790;"Muy bue";-1;0,89999997615814209;0,89999997615814209
7518;41791;"porque son productos excelentes";-1;0,89999997615814209;0,89999997615814209
7519;41814;"Muy buena la atencion me guio muy bien y lo mejor los descuentos";-1;0,89999997615814209;0,89999997615814209
7520;41828;"Los precios son cómodos,y el servicio es bueno";-1;0,89999997615814209;0,89999997615814209
7521;41830;"Me encanta todo y la atención";-1;0,89999997615814209;0,89999997615814209
7522;41834;"Espectacular";-1;0,89999997615814209;0,89999997615814209
7523;41842;"Gracias 😍me encanta vestir mi hija con sus prendas";-1;0,89999997615814209;0,89999997615814209
7524;41850;"Super";-1;0,89999997615814209;0,89999997615814209
7529;41884;"Excelente  atención, muy linda la ropa 😊";-1;0,89999997615814209;0,89999997615814209
7531;41895;"Muy  bueno el pantalón";-1;0,89999997615814209;0,89999997615814209
7532;41905;"Siempre compro en offcorss 
Me encanta la calidad y diseños 👏";-1;0,89999997615814209;0,89999997615814209
7533;41913;"Vende una ropa hermosa y  es muy confiable";-1;0,89999997615814209;0,89999997615814209
7534;41916;"Buena ropa";-1;0,89999997615814209;0,89999997615814209
7535;41919;"Me párese una exelente tienda";-1;0,89999997615814209;0,89999997615814209
7536;41923;"Excelente calidad y servicio";-1;0,89999997615814209;0,89999997615814209
7538;41939;"Me parece excelente esta marca";-1;0,89999997615814209;0,89999997615814209
7539;41947;"Excelente calidad y muy buenos precios.";-1;0,89999997615814209;0,89999997615814209
7540;41961;"Es muy cómoda para los niños";-1;0,89999997615814209;0,89999997615814209
7541;41961;"Me gusta mucho la ropa.";-1;0,89999997615814209;0,89999997615814209
7542;41963;"Hace ya varios años le estoy comprando la ropa a mi hijo y me encanta la cálida y lo linda que esa";-1;0,89999997615814209;0,89999997615814209
7544;41969;"La calidad y variedad de los productos";-1;0,89999997615814209;0,89999997615814209
7545;41975;"Muy buena atención y calidad y diversidad en las mercancías";-1;0,89999997615814209;0,89999997615814209
7549;42003;"Excelente 👌";-1;0,89999997615814209;0,89999997615814209
7552;42031;"Muy buena variedad y buena atención, 
Gracias";-1;0,89999997615814209;0,89999997615814209
7554;42038;"Super linda la ropa";-1;0,89999997615814209;0,89999997615814209
7558;42065;"Excelente prendas";-1;0,89999997615814209;0,89999997615814209
7559;42069;"Me encanta la calidad de la tela, los modelos, colores y variedad que manejan";-1;0,89999997615814209;0,89999997615814209
7560;42073;"En cuanto al servicio puedo decir que el personal es muy atento y amable.";-1;0,89999997615814209;0,89999997615814209
7561;42073;"Prendas de buena calidad, variedad de estilos y colores.";-1;0,89999997615814209;0,89999997615814209
7563;42095;"Excelente calidad";-1;0,89999997615814209;0,89999997615814209
7566;42108;"Asesoría, amabilidad, moda y calidad en una sola tienda";-1;0,89999997615814209;0,89999997615814209
7567;42111;"La tela es de alta calidad";-1;0,89999997615814209;0,89999997615814209
7570;42123;"Bonitos modelos y buena calidad.";-1;0,89999997615814209;0,89999997615814209
7575;42155;"Muy buena calidad";-1;0,89999997615814209;0,89999997615814209
7576;42159;"Prendas de muy buena calidad ...y la atencion excelente😊😊😊 100x% fiel a oofcorss";-1;0,89999997615814209;0,89999997615814209
7577;42165;"Excelente calidad";-1;0,89999997615814209;0,89999997615814209
7578;42168;"super bueno";-1;0,89999997615814209;0,89999997615814209
7579;42171;"Son productos de exelente Calidad y a mi hija junto con mi esposa les gustan";-1;0,89999997615814209;0,89999997615814209
7584;42184;"Me gusta la marca, la calidad, los diseños..";-1;0,89999997615814209;0,89999997615814209
7585;42198;"Me párese exelente la ropa para niñas";-1;0,89999997615814209;0,89999997615814209
7586;42206;"Buena calidad de ropa";-1;0,89999997615814209;0,89999997615814209
7590;42242;"Excelente 👌";-1;0,89999997615814209;0,89999997615814209
7593;42256;"La calidad es excelente";-1;0,89999997615814209;0,89999997615814209
7595;42266;"Excelente calidas";-1;0,89999997615814209;0,89999997615814209
7596;42274;"Excelente calidad, y variedad";-1;0,89999997615814209;0,89999997615814209
7597;42290;"Ropa de excelente calidad";-1;0,89999997615814209;0,89999997615814209
7599;42302;"Fui atendida de manera muy cordial, el servicio es pronto y bueno cuando se trata de reclamos.";-1;0,89999997615814209;0,89999997615814209
7602;42307;"Excelente servicio en  el centro comercial Caribe Plaza";-1;0,89999997615814209;0,89999997615814209
7603;42310;"Una excelente mercancía y muy buena calidad";-1;0,89999997615814209;0,89999997615814209
7604;42320;"Muy lindo todo y bueno el material de las presdas";-1;0,89999997615814209;0,89999997615814209
7606;42326;"Una tienda agradable.....";-1;0,89999997615814209;0,89999997615814209
7609;42344;"Excelente servicio buen atendimiento y los suéter esa material muy bueno mis hijos y yo quedamos contento";-1;0,89999997615814209;0,89999997615814209
7610;42350;"He comprado esta marca para mis tres niños desde hace 9 años q nació el primero y me gusta mucho";-1;0,89999997615814209;0,89999997615814209
7612;42363;"muchas gracias por tomarme en cuenta";-1;0,89999997615814209;0,89999997615814209
7613;42379;"Offcorss es una excelente marca de ropa niños.";-1;0,89999997615814209;0,89999997615814209
7614;42382;"Me encanta la ropa";-1;0,89999997615814209;0,89999997615814209
7616;42418;"Estoy enamorada de las prendas para mis hijos";-1;0,89999997615814209;0,89999997615814209
7618;42425;"Excelente atencion";-1;0,89999997615814209;0,89999997615814209
7621;42440;"Me párese súper buena me gusta demasiado";-1;0,89999997615814209;0,89999997615814209
7622;42450;"Los felicito, son una gran empresa y tienen un personal excelente.";-1;0,89999997615814209;0,89999997615814209
7624;42459;"Muy buena atención la de la cajera y el chico que pasa la ropa que está en la parte alta";-1;0,89999997615814209;0,89999997615814209
7625;42469;"Hace muchos años compro esta marca de ropa ,, por q me parece de buena calidad y bonita ,,,, mis hijas se crecieron y ahora la estoy comprando con una familiar ,,, 
Gracias";-1;0,89999997615814209;0,89999997615814209
7627;42489;"Prendas de excelente calidad mi marca favorita para mi bebé";-1;0,89999997615814209;0,89999997615814209
7629;42493;"Excelente calidad en las prendas y en la atención al cliente.";-1;0,89999997615814209;0,89999997615814209
7630;42497;"La niña que me atendió excelente siempre la busco a ella porq es muy servicial y me tiene paciencia graciasss";-1;0,89999997615814209;0,89999997615814209
7632;42525;"Me encanta la ropa súper 👍";-1;0,89999997615814209;0,89999997615814209
7633;42529;"Exelente servicio buena atención y muchas referencias hermosas para nuestros hijos";-1;0,89999997615814209;0,89999997615814209
7638;42563;"Me encanta la calidad de la marca lo mejor para nuestros niños";-1;0,89999997615814209;0,89999997615814209
7641;42579;"Excelente calidad";-1;0,89999997615814209;0,89999997615814209
7643;42583;"Manejan buenas telas .";-1;0,89999997615814209;0,89999997615814209
7644;42583;"Es una marcas muy buena ..";-1;0,89999997615814209;0,89999997615814209
7645;42589;"Super cool";-1;0,89999997615814209;0,89999997615814209
7646;42593;"Me encanta la calidad d la ropa, los diseños innovadores y lo tradicional";-1;0,89999997615814209;0,89999997615814209
7649;42615;"Excelente calidad y servicio";-1;0,89999997615814209;0,89999997615814209
7651;42620;"Ropa bonita";-1;0,89999997615814209;0,89999997615814209
7652;42625;"Son los mejores";-1;0,89999997615814209;0,89999997615814209
7653;42639;"Excelente calidad en la ropa para mi hija siempre le pondré esta marca para mí es la.mejor en calidad la ropa por más que se lave mantiene el mismo color y textura";-1;0,89999997615814209;0,89999997615814209
7657;42655;"Muy buena";-1;0,89999997615814209;0,89999997615814209
7658;42659;"me encanta la atención";-1;0,89999997615814209;0,89999997615814209
7659;42663;"Y diseños hermosos";-1;0,89999997615814209;0,89999997615814209
7660;42663;"Me encanta la marca, es ropa de calidad .";-1;0,89999997615814209;0,89999997615814209
7661;42669;"Exelente servicio y calidad y precios";-1;0,89999997615814209;0,89999997615814209
